Q_type,Answer,COUNTY_NAME,DATE_NAME,COUNTY_RELATION,CHANGE_TYPE,COUNTY_NAME_2,STATE_NAME,GEO_RELATION,PREDICATE,Questions Templates
Q1,COUNTY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,end_date,[ 'Which counties do not exist anymore?']
Q1,COUNTY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,start_date,['Return all the counties of the dataset.']
Q1,COUNTY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,end_date,['Which counties have been extinct DATE_NAME?']
Q1,COUNTY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,start_date,['List the counties founded DATE_NAME.']
Q1,DATE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,end_date,[ 'When did COUNTY_NAME come to an end?']
Q1,DATE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,start_date,['When was COUNTY_NAME founded?']
Q12,CHANGE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,"[ 'DATE_NAME, what changes took place as a result of an event?']"
Q12,EVENT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['Return the occasions that affected in a way a geospatial entity.']
Q12,EVENT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,None,['Name the events which caused the CHANGE_TYPE.noun of an area.']
Q12,EVENT,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['Show the events that changed the territory of a county or a state DATE_NAME.']
Q12,EVENT,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None,['List the events that caused a CHANGE_TYPE DATE_NAME.']
Q13,EVENT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['List the events which had an impact on COUNTY_NAME.' ]
Q13,EVENT,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,None,['Name the events which CHANGE_TYPE COUNTY_NAME.']
Q13,EVENT,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['List the events which caused a change in COUNTY_NAME DATE_NAME']
Q13,EVENT,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None,['List the events which caused the CHANGE_TYPE.noun of COUNTY_NAME DATE_NAME.']
Q18,COUNTY,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,None,['Which counties COUNTY_RELATION.verb COUNTY_NAME?']
Q18,COUNTY,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,['Which counties COUNTY_RELATION.past COUNTY_NAME DATE_NAME?']
Q18,DATE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,None,['When did COUNTY_NAME COUNTY_RELATION COUNTY_NAME_2?']
Q22,AREA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,None,['What were the area of the counties GEO_RELATION COUNTY_NAME DATE_NAME?']
Q22,COUNTY,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,None,['List the counties GEO_RELATION COUNTY_NAME DATE_NAME.']
Q22,COUNTY,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,None,"['DATE_NAME, which counties GEO_RELATION COUNTY_NAME COUNTY_RELATION.past it?']"
Q22,GEOMETRY,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,None,['What was the area of the counties that were GEO_RELATION COUNTY_NAME DATE_NAME?']
Q22,GEOMETRY,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,None,['What was the geometry of the counties that were GEO_RELATION COUNTY_NAME DATE_NAME?']
Q23,CHANGE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,None,['Name the changes which had an impact on the counties COUNTY_RELATION.gerund COUNTY_NAME.']
Q23,CHANGE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,None,['What changes caused counties that COUNTY_RELATION.past COUNTY_NAME to CHANGE_TYPE?']
Q23,CHANGE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,['Which changes affected counties which COUNTY_RELATION.past COUNTY_NAME DATE_NAME?']
Q23,CHANGE_TYPE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,None,['Return all the different types of changes which had an impact on counties COUNTY_RELATION.gerund COUNTY_NAME.']
Q23,CHANGE_TYPE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,['Return all the different types of changes which had an impact on counties COUNTY_RELATION.gerund COUNTY_NAME DATE_NAME.']
Q23,COUNTY,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,None,['Which counties that COUNTY_RELATION.past COUNTY_NAME changed?']
Q23,COUNTY,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,None,['Which counties that COUNTY_RELATION.past COUNTY_NAME have CHANGE_TYPE?']
Q23,COUNTY,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,['Return the counties COUNTY_RELATION.gerund COUNTY_NAME that went through a modification DATE_NAME.']
Q23,COUNTY,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,"['DATE_NAME, which counties that COUNTY_RELATION.past COUNTY_NAME CHANGE_TYPE?']"
Q23,DATE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,None,['When did counties COUNTY_RELATION.gerund COUNTY_NAME CHANGE_TYPE?']
Q26,EVENT,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,None,['Which event had an impact on both COUNTY_NAME and COUNTY_NAME_2?']
Q26,EVENT,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,None,"['What incident caused COUNTY_NAME to CHANGE_TYPE with COUNTY_NAME_2?', 
'Why did COUNTY_NAME CHANGE_TYPE.past with COUNTY_NAME_2?',  'What event had led COUNTY_NAME to CHANGE_TYPE with COUNTY_NAME_2?']"
Q26,EVENT,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,None,['Return any events that occurred between COUNTY_NAME and its COUNTY_RELATION.gerund counties.']
Q26,EVENT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,None,['What event had led COUNTY_NAME to CHANGE_TYPE with its COUNTY_RELATION counties?']
Q26,EVENT,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,None,['Which event resulted in COUNTY_NAME CHANGE_TYPE.gerund with COUNTY_NAME_2 DATE_NAME?']
Q26,EVENT,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,"['DATE_NAME, give me the incidents that caused CHANGE_TYPE.gerund to both COUNTY_NAME and its COUNTY_RELATION counties.']"
Q28,AREA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,None,['What was the size of counties that COUNTY_RELATION.past COUNTY_NAME after their CHANGE_TYPE?']
Q28,GEOMETRY,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,None,['Which were the geometries of the counties that COUNTY_RELATION.past COUNTY_NAME before their CHANGE_TYPE.noun?']
Q28,GEOMETRY,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,['Return the geometry of the counties that COUNTY_RELATION.past COUNTY_NAME and were CHANGE_TYPE.past DATE_NAME.']
Q28,GEOMETRY,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,['How did the geometry of the counties COUNTY_RELATION.gerund COUNTY_NAME changed by the CHANGE_TYPE DATE_NAME.']
Q3,AREA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['What did the area of COUNTY_NAME change through history?']
Q3,AREA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['What was the area of COUNTY_NAME DATE_NAME?']
Q3,GEOMETRY,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['What was the geometry of COUNTY_NAME DATE_NAME.']
Q3,GEOMETRY,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['Return all the geometries of COUNTY_NAME through history.']
Q3,GEOMETRY,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['What was the geometry of COUNTY_NAME DATE_NAME?']
Q34,EVENT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,None,['Which events affected both COUNTY_NAME and the counties that were GEO_RELATION it?']
Q34,EVENT,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,None,['What incidents caused the CHANGE_TYPE.noun of counties GEO_RELATION COUNTY_NAME.']
Q34,EVENT,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,None,['Name the events that had an impact on COUNTY_NAME and on the counties COUNTY_RELATION.gerund COUNTY_NAME GEO_RELATION.alternative.']
Q34,EVENT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,None,['Which events caused the CHANGE_TYPE.noun of the counties COUNTY_RELATION.gerund COUNTY_NAME GEO_RELATION.alternative?']
Q34,EVENT,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,None,['Which events DATE_NAME affected counties GEO_RELATION COUNTY_NAME?']
Q34,EVENT,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,None,['Which events caused the CHANGE_TYPE.noun of the counties GEO_RELATION COUNTY_NAME DATE_NAME?']
Q34,EVENT,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,None,['Name the events DATE_NAME that had an impact on counties COUNTY_RELATION.gerund COUNTY_NAME GEO_RELATION.alternative.']
Q34,EVENT,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,None,['Which event DATE_NAME caused the CHANGE_TYPE.noun of the counties GEO_RELATION COUNTY_NAME?']
Q4,CHANGE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,AFTER,['What changes had an impact on COUNTY_NAME.']
Q4,CHANGE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,AFTER,['List the alterations that caused a CHANGE_TYPE.noun to COUNTY_NAME.']
Q4,CHANGE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,AFTER,['What change COUNTY_NAME had DATE_NAME?']
Q4,CHANGE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,AFTER,['What modifications led COUNTY_NAME to CHANGE_TYPE DATE_NAME?']
Q4,CHANGE_TYPE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['List the type of modifications that had an impact on COUNTY_NAME.']
Q4,CHANGE_TYPE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['What type of change occurred in COUNTY_NAME DATE_NAME?']
Q4,COUNTY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,AFTER,['Which counties have changed?']
Q4,COUNTY,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,AFTER,['Which counties were affected by a CHANGE_TYPE.noun?']
Q4,COUNTY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,AFTER,['Which counties were affected by a change DATE_NAME?']
Q4,COUNTY,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,AFTER,['Which counties underwent a CHANGE_TYPE.noun DATE_NAME?']
Q4,DATE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,AFTER,['When did COUNTY_NAME CHANGE_TYPE?']
Q40,COUNTY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,None,['List the counties under the authority of STATE_NAME.']
Q40,COUNTY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,None,"['DATE_NAME, return all the counties found in STATE_NAME.']"
Q40,DATE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,None,['STATE_NAME included COUNTY_NAME when?']
Q40,STATE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['COUNTY_NAME belongs to which state?']
Q40,STATE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['Within which state was COUNTY_NAME?']
Q40,STATE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,"['DATE_NAME, COUNTY_NAME belonged to which state?']"
Q42,CHANGE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,None,['Which changes affected counties that are part of STATE_NAME?']
Q42,CHANGE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,None,['Which change led counties in STATE_NAME to CHANGE_TYPE?']
Q42,CHANGE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,None,"['DATE_NAME, which changes affected counties that were part of STATE_NAME?']"
Q42,CHANGE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,None,"[""DATE_NAME, name the change which CHANGE_TYPE.past counties within STATE_NAME.""]"
Q42,COUNTY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,None,['Return all the changed counties of STATE_NAME.']
Q42,COUNTY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,None,['Which counties of STATE_NAME had CHANGE_TYPE.past?']
Q42,COUNTY,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,None,"['DATE_NAME, name all the counties of STATE_NAME that had CHANGE_TYPE.past.']"
Q42,DATE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,None,"[""When did STATE_NAME's counties CHANGE_TYPE?""]"
Q43,CHANGE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['Which changes affected the state that includes COUNTY_NAME?']
Q43,CHANGE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,None,['Which change led the state of COUNTY_NAME to CHANGE_TYPE?']
Q43,CHANGE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['What modifications happened to the state of COUNTY_NAME DATE_NAME?']
Q43,CHANGE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None,['What modification caused states that incorporated COUNTY_NAME to CHANGE_TYPE DATE_NAME?']
Q43,DATE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,None,['When did states of COUNTY_NAME CHANGE_TYPE?']
Q43,STATE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['List the states where COUNTY_NAME belonged and that have their geometries modified.']
Q43,STATE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,None,['Name all the states that own COUNTY_NAME that had a CHANGE_TYPE.noun.']
Q43,STATE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,"['DATE_NAME, list all the changed states where COUNTY_NAME belonged to.']"
Q43,STATE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None,['Which states of COUNTY_NAME were CHANGE_TYPE.past DATE_NAME?']
Q45,COUNTY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,None,['List all the counties of STATE_NAME changed by an event.']
Q45,COUNTY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,None,"[""Return all STATE_NAME's counties CHANGE_TYPE.past by an event.""]"
Q45,COUNTY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,None,['List the counties inside STATE_NAME with changed geometries due to an event DATE_NAME.']
Q45,COUNTY,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,None,"['DATE_NAME, name all the counties of STATE_NAME that were CHANGE_TYPE.past by an event.']"
Q45,DATE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,None,['When were the counties of STATE_NAME CHANGE_TYPE.past as a result of an event?']
Q45,EVENT,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,None,['Return the events which had an impact on counties of STATE_NAME.']
Q45,EVENT,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,None,['What event caused the counties of STATE_NAME to CHANGE_TYPE?']
Q45,EVENT,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,None,['Return the events which had an impact on the counties of STATE_NAME DATE_NAME.']
Q45,EVENT,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,None,"[""DATE_NAME, STATE_NAME's counties were CHANGE_TYPE.past by which event?""]"
Q46,DATE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['When was the state that COUNTY_NAME belonged to affected by an event?']
Q46,DATE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,None,['When was the state of COUNTY_NAME CHANGE_TYPE by an event?']
Q46,EVENT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['Return the events which had an impact on the state where COUNTY_NAME was inside.']
Q46,EVENT,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,None,['What event CHANGE_TYPE.past the state of COUNTY_NAME?']
Q46,EVENT,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['Return the events which had an impact on the state of COUNTY_NAME DATE_NAME.']
Q46,EVENT,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None,['What incidents caused the state of COUNTY_NAME CHANGE_TYPE DATE_NAME?']
Q46,STATE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,['List the states where COUNTY_NAME belonged and an event had an impact to their geometries.']
Q46,STATE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,"['DATE_NAME, list all the states where COUNTY_NAME belonged to and was affected by an event.']"
Q46,STATE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None,['Which states of COUNTY_NAME CHANGE_TYPE.past as a result of an event DATE_NAME?']
Q7,AREA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,AFTER,['What was the area of COUNTY_NAME after its CHANGE_TYPE.noun?']
Q7,AREA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,BEFORE,"[""How big was COUNTY_NAME's size before its CHANGE_TYPE.noun?""]"
Q7,AREA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,BEFORE,"[""DATE_NAME, what was COUNTY_NAME's area before its CHANGE_TYPE.noun?""]"
Q7,AREA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,AFTER,"[""DATE_NAME, what was COUNTY_NAME's area because of a CHANGE_TYPE.noun?""]"
Q7,GEOMETRY,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,AFTER,['List every geometry of counties that followed a CHANGE_TYPE.noun.']
Q7,GEOMETRY,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,BEFORE,['Which geometries belonged to a county which CHANGE_TYPE.past?']
Q7,GEOMETRY,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,AFTER,['What was the geometry of COUNTY_NAME after a change?']
Q7,GEOMETRY,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BEFORE,['Describe the polygons of COUNTY_NAME before a change.']
Q7,GEOMETRY,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,AFTER,"[""List COUNTY_NAME's form after a CHANGE_TYPE.noun.""]"
Q7,GEOMETRY,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,BEFORE,['Which was the geometry of COUNTY_NAME before its CHANGE_TYPE.noun?']
Q7,GEOMETRY,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,AFTER,['What was the geometry of COUNTY_NAME after a change DATE_NAME?']
Q7,GEOMETRY,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,BEFORE,['DATE_NAME describe the polygons of COUNTY_NAME before an alteration.']
Q7,GEOMETRY,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,AFTER,"['DATE_NAME, what was the geometry of COUNTY_NAME after its CHANGE_TYPE.noun?']"
Q7,GEOMETRY,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,BOTH,['DATE_NAMEs what was the geometry of COUNTY_NAME following a CHANGE_TYPE.noun?']
